CityId,CityName,District
8563,Sopot,Brodwino
8564,Sopot,Brodwino
8565,Gdynia,Pustki Cisowskie-Demptowo
8566,Sopot,Dolny Sopot
8567,Gdansk,Bretowo
8568,Gdynia,Obluze
8569,Gdynia,Karwiny
8570,Gdansk,Mlyniska
8571,Gdynia,Orlowo
8572,Gdynia,Chwarzno-Wiczlino
8573,Gdansk,Stogi
8574,Sopot,Przylesie
8575,Gdynia,Maly Kack
8576,Gdynia,Babie Doly
8577,Gdansk,Wrzeszcz Dolny
8578,Gdynia,Wielki Kack
8579,Gdynia,Oksywie
8580,Gdynia,Oksywie
8581,Gdynia,Wzgorze Sw. Maksymiliana
8582,Sopot,Dolny Sopot
8583,Sopot,Centrum
8584,Gdynia,Srodmiescie
8585,Gdynia,Witomino
8586,Gdansk,Zaspa-Rozstaje
8587,Gdansk,Przymorze Wielkie
8588,Gdansk,Zaspa-Rozstaje
8589,Sopot,Karlikowo
8590,Gdansk,Wyspa Sobieszewska
8591,Sopot,Kamienny Potok
8592,Gdynia,Witomino
8593,Gdynia,Witomino
8594,Gdansk,Przerobka
8595,Sopot,Przylesie
8596,Gdansk,Bretowo
8597,Sopot,Brodwino
8598,Gdynia,Obluze
8599,Gdynia,Wielki Kack
8600,Gdynia,Pustki Cisowskie-Demptowo
8601,Sopot,Przylesie
8602,Gdansk,Matarnia
8603,Gdynia,Chwarzno-Wiczlino
8604,Gdansk,Nowy Port
8605,Gdynia,Obluze
8606,Gdynia,Srodmiescie
8607,Sopot,Dolny Sopot
8608,Sopot,Karlikowo
8609,Gdynia,Dzialki Lesne
8610,Gdansk,Zaspa-Rozstaje
8611,Sopot,Kamienny Potok
8612,Gdansk,Ujescisko-Lostowice
8613,Sopot,Gorny Sopot
8614,Gdynia,Wzgorze Sw. Maksymiliana
8615,Sopot,Przylesie
8616,Sopot,Kamienny Potok
8617,Gdansk,Aniolki
8618,Gdynia,Chwarzno-Wiczlino
8619,Gdansk,Chelm
8620,Gdansk,Aniolki
8621,Sopot,Centrum
8622,Sopot,Kamienny Potok
8623,Sopot,Karlikowo
8624,Gdynia,Maly Kack
8625,Sopot,Brodwino
8626,Gdansk,Osowa
8627,Gdynia,Obluze
8628,Gdansk,Stogi
8629,Sopot,Gorny Sopot
8630,Sopot,Gorny Sopot
8631,Sopot,Przylesie
8632,Sopot,Przylesie
8633,Gdynia,Wielki Kack
8634,Gdansk,Siedlce
8635,Sopot,Brodwino
8636,Gdansk,Orunia-Sw. Wojciech-Lipce
8637,Gdansk,Wyspa Sobieszewska
8638,Gdansk,Krakowiec-Gorki Zachodnie
8639,Sopot,Kamienny Potok
8640,Gdynia,Oksywie
8641,Gdansk,Aniolki
8642,Sopot,Centrum
8643,Gdynia,Cisowa
8644,Gdynia,Dzialki Lesne
8645,Sopot,Kamienny Potok
8646,Sopot,Brodwino
8647,Gdynia,Maly Kack
8648,Gdynia,Orlowo
8649,Gdynia,Maly Kack
8650,Gdansk,Letnica
8651,Gdynia,Pustki Cisowskie-Demptowo
8652,Gdansk,Nowy Port
8653,Sopot,Przylesie
8654,Gdynia,Dzialki Lesne
8655,Gdansk,Strzyza
8656,Sopot,Przylesie
8657,Sopot,Karlikowo
8658,Sopot,Centrum
8659,Gdynia,Leszczynki
8660,Gdynia,Witomino
8661,Sopot,Centrum
8662,Gdansk,Przerobka
8663,Sopot,Brodwino
8664,Sopot,Dolny Sopot
8665,Gdynia,Oksywie
8666,Sopot,Karlikowo
8667,Sopot,Gorny Sopot
8668,Sopot,Brodwino
8669,Gdynia,Chwarzno-Wiczlino
8670,Sopot,Karlikowo
8671,Gdansk,Olszynka
8672,Gdansk,Przymorze Male
8673,Gdynia,Karwiny
8674,Sopot,Przylesie
8675,Gdansk,Nowy Port
8676,Sopot,Kamienny Potok
8677,Sopot,Karlikowo
8678,Gdansk,Przymorze Male
8679,Gdansk,Przymorze Male
8680,Gdynia,Obluze
8681,Gdansk,Piecki-Migowo (Morena)
8682,Gdynia,Karwiny
8683,Sopot,Przylesie
8684,Gdynia,Orlowo
8685,Sopot,Kamienny Potok
8686,Gdansk,Osowa
8687,Gdansk,Orunia-Sw. Wojciech-Lipce
8688,Gdansk,Srodmiescie
8689,Gdansk,Przymorze Wielkie
8690,Sopot,Dolny Sopot
8691,Gdynia,Wielki Kack
8692,Gdynia,Maly Kack
8693,Gdynia,Dabrowa
8694,Gdansk,Przymorze Male
8695,Gdansk,Letnica
8696,Sopot,Karlikowo
8697,Sopot,Gorny Sopot
8698,Gdansk,Chelm
8699,Gdynia,Pustki Cisowskie-Demptowo
8700,Gdynia,Dabrowa
8701,Gdansk,Orunia-Sw. Wojciech-Lipce
8702,Gdynia,Babie Doly
8703,Gdansk,Jasien
8704,Gdynia,Dabrowa
8705,Sopot,Karlikowo
8706,Gdansk,Wrzeszcz Gorny
8707,Gdynia,Orlowo
8708,Gdansk,Olszynka
8709,Sopot,Brodwino
8710,Gdynia,Kamienna Gora
8711,Gdynia,Redlowo
8712,Gdansk,Przerobka
8713,Sopot,Brodwino
8714,Sopot,Kamienny Potok
8715,Sopot,Centrum
8716,Gdansk,Ujescisko-Lostowice
8717,Sopot,Brodwino
8718,Sopot,Przylesie
8719,Gdansk,Bretowo
8720,Sopot,Kamienny Potok
8721,Sopot,Centrum
8722,Gdynia,Oksywie
8723,Gdansk,Przymorze Male
8724,Gdynia,Oksywie
8725,Sopot,Centrum
8726,Gdansk,Matarnia
8727,Gdansk,Piecki-Migowo (Morena)
8728,Gdansk,Przymorze Male
8729,Gdynia,Orlowo
8730,Sopot,Centrum
8731,Gdynia,Orlowo
8732,Gdynia,Witomino
8733,Gdynia,Pogorze
8734,Gdynia,Maly Kack
8735,Sopot,Gorny Sopot
8736,Sopot,Przylesie
8737,Gdansk,Nowy Port
8738,Sopot,Brodwino
8739,Gdynia,Witomino
8740,Gdynia,Obluze
8741,Gdansk,Zaspa-Rozstaje
8742,Gdynia,Obluze
8743,Gdynia,Maly Kack
8744,Gdynia,Dzialki Lesne
8745,Sopot,Przylesie
8746,Sopot,Kamienny Potok
8747,Gdynia,Leszczynki
8748,Gdynia,Dzialki Lesne
8749,Gdynia,Wielki Kack
8750,Gdansk,Jasien
8751,Gdynia,Maly Kack
8752,Sopot,Kamienny Potok
8753,Gdansk,Suchanino
8754,Sopot,Centrum
8755,Gdansk,Wyspa Sobieszewska
8756,Gdynia,Orlowo
8757,Sopot,Przylesie
8758,Gdynia,Leszczynki
8759,Gdynia,Dabrowa
8760,Sopot,Brodwino
8761,Gdynia,Witomino
8762,Gdansk,Srodmiescie
8763,Gdynia,Kamienna Gora
8764,Gdansk,Nowy Port
8765,Gdansk,Zaspa-Mlyniec
8766,Sopot,Dolny Sopot
8767,Sopot,Przylesie
8768,Gdansk,Aniolki
8769,Gdynia,Cisowa
8770,Sopot,Gorny Sopot
8771,Gdansk,Przymorze Male
8772,Gdynia,Wielki Kack
8773,Sopot,Przylesie
8774,Gdansk,Orunia-Sw. Wojciech-Lipce
8775,Sopot,Brodwino
8776,Sopot,Centrum
8777,Gdynia,Leszczynki
8778,Gdynia,Cisowa
8779,Sopot,Karlikowo
8780,Gdansk,Brzezno
8781,Gdansk,Orunia-Sw. Wojciech-Lipce
8782,Gdansk,Przymorze Male
8783,Gdansk,Jasien
8784,Gdansk,Przymorze Wielkie
8785,Gdansk,Wrzeszcz Gorny
8786,Gdansk,Srodmiescie
8787,Gdynia,Karwiny
8788,Sopot,Kamienny Potok
8789,Sopot,Kamienny Potok
8790,Sopot,Przylesie
8791,Sopot,Centrum
8792,Gdynia,Karwiny
8793,Gdynia,Chwarzno-Wiczlino
8794,Gdansk,Przymorze Wielkie
8795,Gdynia,Grabowek
8796,Gdansk,Bretowo
8797,Gdynia,Orlowo
8798,Gdynia,Leszczynki
8799,Gdansk,Bretowo
8800,Gdansk,Brzezno
8801,Gdansk,Wrzeszcz Dolny
8802,Sopot,Kamienny Potok
8803,Sopot,Przylesie
8804,Sopot,Centrum
8805,Gdansk,Chelm
8806,Sopot,Dolny Sopot
8807,Gdansk,VII Dwor
8808,Gdynia,Wielki Kack
8809,Gdansk,Piecki-Migowo (Morena)
8810,Gdynia,Babie Doly
8811,Gdansk,Aniolki
8812,Gdynia,Dzialki Lesne
8813,Gdansk,Aniolki
8814,Gdansk,Orunia Gorna-Gdansk Poludnie
8815,Gdansk,Przymorze Male
8816,Gdansk,Przymorze Wielkie
8817,Gdynia,Witomino
8818,Gdynia,Oksywie
8819,Sopot,Gorny Sopot
8820,Gdansk,Jasien
8821,Gdansk,VII Dwor
8822,Sopot,Centrum
8823,Gdansk,Bretowo
8824,Sopot,Karlikowo
8825,Sopot,Kamienny Potok
8826,Gdynia,Maly Kack
8827,Sopot,Dolny Sopot
8828,Gdynia,Obluze
8829,Gdynia,Orlowo
8830,Sopot,Centrum
8831,Gdansk,Ujescisko-Lostowice
8832,Gdansk,Brzezno
8833,Gdansk,Rudniki
8834,Gdynia,Oksywie
8835,Sopot,Gorny Sopot
8836,Gdynia,Grabowek
8837,Gdansk,Orunia-Sw. Wojciech-Lipce
8838,Gdansk,Rudniki
8839,Gdansk,Przerobka
8840,Gdansk,Ujescisko-Lostowice
8841,Gdansk,Aniolki
8842,Sopot,Karlikowo
8843,Gdansk,Przymorze Male
8844,Gdynia,Cisowa
8845,Sopot,Przylesie
8846,Sopot,Karlikowo
8847,Gdynia,Dzialki Lesne
8848,Gdynia,Babie Doly
8849,Sopot,Karlikowo
8850,Gdansk,Ujescisko-Lostowice
8851,Sopot,Karlikowo
8852,Sopot,Brodwino
8853,Gdynia,Orlowo
8854,Sopot,Przylesie
8855,Gdynia,Cisowa
8856,Sopot,Gorny Sopot
8857,Sopot,Karlikowo
8858,Gdansk,Letnica
8859,Gdansk,Rudniki
8860,Sopot,Brodwino
8861,Gdansk,Mlyniska
8862,Gdansk,Orunia Gorna-Gdansk Poludnie
8863,Gdynia,Leszczynki
8864,Sopot,Centrum
8865,Sopot,Centrum
8866,Gdansk,Stogi
8867,Gdansk,Nowy Port
8868,Sopot,Gorny Sopot
8869,Sopot,Przylesie
8870,Gdynia,Dabrowa
8871,Gdansk,Ujescisko-Lostowice
8872,Sopot,Centrum
8873,Sopot,Centrum
8874,Gdansk,Aniolki
8875,Sopot,Centrum
8876,Gdansk,Orunia-Sw. Wojciech-Lipce
8877,Sopot,Przylesie
8878,Gdansk,Olszynka
8879,Gdynia,Witomino
8880,Sopot,Dolny Sopot
8881,Gdansk,Orunia Gorna-Gdansk Poludnie
8882,Gdynia,Grabowek
8883,Gdynia,Babie Doly
8884,Gdynia,Chwarzno-Wiczlino
8885,Gdynia,Maly Kack
8886,Gdansk,Aniolki
8887,Sopot,Karlikowo
8888,Gdynia,Maly Kack
8889,Sopot,Przylesie
8890,Gdynia,Dzialki Lesne
8891,Gdynia,Srodmiescie
8892,Gdansk,Jasien
8893,Gdansk,Jasien
8894,Sopot,Brodwino
8895,Gdynia,Grabowek
8896,Gdynia,Dabrowa
8897,Sopot,Gorny Sopot
8898,Sopot,Centrum
8899,Gdynia,Leszczynki
8900,Sopot,Brodwino
8901,Gdansk,VII Dwor
8902,Gdynia,Babie Doly
8903,Gdansk,Bretowo
8904,Gdynia,Obluze
8905,Gdansk,Orunia-Sw. Wojciech-Lipce
8906,Gdynia,Pogorze
8907,Gdynia,Chwarzno-Wiczlino
8908,Sopot,Dolny Sopot
8909,Sopot,Centrum
8910,Sopot,Karlikowo
8911,Gdansk,Krakowiec-Gorki Zachodnie
8912,Gdansk,Mlyniska
8913,Sopot,Dolny Sopot
8914,Gdansk,Wyspa Sobieszewska
8915,Gdansk,Matarnia
8916,Gdynia,Wzgorze Sw. Maksymiliana
8917,Sopot,Centrum
8918,Gdynia,Orlowo
8919,Gdansk,Przerobka
8920,Gdansk,Nowy Port
8921,Gdynia,Pogorze
8922,Gdynia,Wielki Kack
8923,Sopot,Karlikowo
8924,Gdynia,Babie Doly
8925,Gdansk,Srodmiescie
8926,Sopot,Brodwino
8927,Gdansk,Nowy Port
8928,Gdansk,Srodmiescie
8929,Gdynia,Maly Kack
8930,Gdynia,Srodmiescie
8931,Gdansk,Stogi
8932,Sopot,Dolny Sopot
8933,Sopot,Centrum
8934,Gdynia,Leszczynki
8935,Gdansk,Orunia Gorna-Gdansk Poludnie
8936,Gdynia,Dzialki Lesne
8937,Gdynia,Orlowo
8938,Sopot,Przylesie
8939,Gdynia,Dzialki Lesne
8940,Gdynia,Karwiny
8941,Gdansk,Jasien
8942,Sopot,Brodwino
8943,Gdansk,Osowa
8944,Gdansk,Suchanino
8945,Gdynia,Redlowo
8946,Gdansk,Wrzeszcz Dolny
8947,Gdynia,Dabrowa
8948,Gdansk,Bretowo
8949,Gdynia,Pustki Cisowskie-Demptowo
8950,Gdynia,Obluze
8951,Gdansk,Siedlce
8952,Sopot,Dolny Sopot
8953,Sopot,Kamienny Potok
8954,Gdynia,Orlowo
8955,Sopot,Brodwino
8956,Gdynia,Leszczynki
8957,Sopot,Karlikowo
8958,Gdynia,Chwarzno-Wiczlino
8959,Sopot,Przylesie
8960,Gdansk,Suchanino
8961,Gdynia,Karwiny
8962,Gdynia,Leszczynki
8963,Gdynia,Pustki Cisowskie-Demptowo
8964,Gdansk,Olszynka
8965,Sopot,Gorny Sopot
8966,Gdansk,Przerobka
8967,Sopot,Gorny Sopot
8968,Sopot,Gorny Sopot
8969,Gdansk,Krakowiec-Gorki Zachodnie
8970,Gdynia,Dzialki Lesne
8971,Gdynia,Orlowo
8972,Sopot,Centrum
8973,Gdynia,Pustki Cisowskie-Demptowo
8974,Gdansk,Zaspa-Mlyniec
8975,Sopot,Dolny Sopot
8976,Gdynia,Witomino
8977,Gdansk,Krakowiec-Gorki Zachodnie
8978,Sopot,Kamienny Potok
8979,Sopot,Przylesie
8980,Sopot,Brodwino
8981,Gdansk,Przymorze Wielkie
8982,Gdansk,Strzyza
8983,Gdynia,Babie Doly
8984,Sopot,Dolny Sopot
8985,Sopot,Dolny Sopot
8986,Gdansk,Krakowiec-Gorki Zachodnie
8987,Gdansk,Olszynka
8988,Gdynia,Maly Kack
8989,Gdansk,Orunia-Sw. Wojciech-Lipce
8990,Gdynia,Oksywie
8991,Gdansk,Piecki-Migowo (Morena)
8992,Gdansk,Stogi
8993,Sopot,Przylesie
8994,Sopot,Centrum
8995,Gdansk,Przymorze Male
8996,Sopot,Centrum
8997,Sopot,Centrum
8998,Gdynia,Grabowek
8999,Gdynia,Oksywie
9000,Sopot,Karlikowo
9001,Sopot,Dolny Sopot
9002,Gdynia,Srodmiescie
9003,Gdansk,Mlyniska
9004,Sopot,Gorny Sopot
9005,Sopot,Dolny Sopot
9006,Sopot,Kamienny Potok
9007,Gdynia,Grabowek
9008,Gdansk,Krakowiec-Gorki Zachodnie
9009,Gdynia,Oksywie
9010,Gdansk,Orunia Gorna-Gdansk Poludnie
9011,Gdynia,Orlowo
9012,Gdynia,Leszczynki
9013,Gdansk,Strzyza
9014,Sopot,Karlikowo
9015,Gdynia,Karwiny
9016,Sopot,Brodwino
9017,Gdansk,Mlyniska
9018,Sopot,Centrum
9019,Gdansk,Mlyniska
9020,Gdansk,Krakowiec-Gorki Zachodnie
9021,Gdansk,Stogi
9022,Sopot,Brodwino
9023,Sopot,Brodwino
9024,Gdynia,Dabrowa
9025,Sopot,Karlikowo
9026,Sopot,Dolny Sopot
9027,Gdynia,Babie Doly
9028,Gdynia,Witomino
9029,Gdansk,Osowa
9030,Gdynia,Srodmiescie
9031,Gdynia,Karwiny
9032,Gdynia,Pogorze
9033,Gdansk,Zaspa-Rozstaje
9034,Gdynia,Srodmiescie
9035,Gdynia,Karwiny
9036,Sopot,Brodwino
9037,Gdynia,Obluze
9038,Gdansk,Osowa
9039,Sopot,Kamienny Potok
9040,Sopot,Kamienny Potok
9041,Sopot,Karlikowo
9042,Gdansk,Brzezno
9043,Sopot,Kamienny Potok
9044,Gdansk,Wyspa Sobieszewska
9045,Sopot,Karlikowo
9046,Sopot,Brodwino
9047,Gdynia,Oksywie
9048,Gdansk,Jasien
9049,Gdynia,Dzialki Lesne
9050,Gdansk,Brzezno
9051,Gdynia,Babie Doly
9052,Sopot,Karlikowo
9053,Gdynia,Orlowo
9054,Gdynia,Dabrowa
9055,Sopot,Przylesie
9056,Sopot,Karlikowo
9057,Gdansk,Mlyniska
9058,Gdynia,Karwiny
9059,Gdynia,Wielki Kack
9060,Gdansk,Przymorze Wielkie
9061,Gdynia,Karwiny
9062,Sopot,Karlikowo
9063,Gdynia,Dzialki Lesne
9064,Gdynia,Obluze
9065,Sopot,Dolny Sopot
9066,Sopot,Kamienny Potok
9067,Sopot,Kamienny Potok
9068,Gdynia,Orlowo
9069,Gdynia,Obluze
9070,Gdynia,Orlowo
9071,Sopot,Przylesie
9072,Gdynia,Dzialki Lesne
9073,Sopot,Centrum
9074,Sopot,Centrum
9075,Gdansk,Krakowiec-Gorki Zachodnie
9076,Gdynia,Leszczynki
9077,Gdynia,Dzialki Lesne
9078,Gdynia,Orlowo
9079,Sopot,Brodwino
9080,Gdynia,Babie Doly
9081,Sopot,Przylesie
9082,Sopot,Przylesie
9083,Gdynia,Redlowo
9084,Gdynia,Pogorze
9085,Gdansk,Suchanino
9086,Gdynia,Wielki Kack
9087,Sopot,Przylesie
9088,Gdansk,Przymorze Male
9089,Gdynia,Karwiny
9090,Gdansk,Rudniki
9091,Gdansk,Suchanino
9092,Gdansk,Krakowiec-Gorki Zachodnie
9093,Gdynia,Dabrowa
9094,Gdansk,Chelm
9095,Gdansk,Wrzeszcz Gorny
9096,Gdansk,Orunia-Sw. Wojciech-Lipce
9097,Gdansk,Nowy Port
9098,Gdynia,Maly Kack
9099,Gdynia,Dabrowa
9100,Gdansk,Przymorze Male
9101,Gdansk,Przymorze Male
9102,Sopot,Dolny Sopot
9103,Gdynia,Obluze
9104,Gdansk,Srodmiescie
9105,Gdansk,Siedlce
9106,Sopot,Dolny Sopot
9107,Sopot,Karlikowo
9108,Gdansk,Ujescisko-Lostowice
9109,Gdynia,Babie Doly
9110,Gdynia,Dzialki Lesne
9111,Gdynia,Pustki Cisowskie-Demptowo
9112,Gdynia,Pustki Cisowskie-Demptowo
9113,Gdynia,Redlowo
9114,Gdansk,Strzyza
9115,Gdansk,Krakowiec-Gorki Zachodnie
9116,Sopot,Centrum
9117,Gdansk,Bretowo
9118,Gdynia,Srodmiescie
9119,Gdansk,Osowa
9120,Sopot,Przylesie
9121,Gdansk,Jasien
9122,Sopot,Centrum
9123,Gdansk,Piecki-Migowo (Morena)
9124,Sopot,Dolny Sopot
9125,Gdynia,Redlowo
9126,Gdynia,Witomino
9127,Sopot,Przylesie
9128,Sopot,Centrum
9129,Sopot,Dolny Sopot
9130,Sopot,Przylesie
9131,Sopot,Przylesie
9132,Gdansk,Stogi
9133,Gdansk,Zaspa-Mlyniec
9134,Sopot,Dolny Sopot
9135,Sopot,Brodwino
9136,Sopot,Dolny Sopot
9137,Sopot,Kamienny Potok
9138,Gdansk,Mlyniska
9139,Gdansk,Olszynka
9140,Sopot,Centrum
9141,Sopot,Gorny Sopot
9142,Gdansk,Ujescisko-Lostowice
9143,Sopot,Brodwino
9144,Gdynia,Dzialki Lesne
9145,Gdansk,Nowy Port
9146,Gdansk,Orunia Gorna-Gdansk Poludnie
9147,Gdynia,Wielki Kack
9148,Sopot,Brodwino
9149,Sopot,Przylesie
9150,Gdansk,Stogi
9151,Gdansk,Zaspa-Rozstaje
9152,Sopot,Brodwino
9153,Sopot,Karlikowo
9154,Gdynia,Chwarzno-Wiczlino
9155,Sopot,Centrum
9156,Gdansk,Brzezno
9157,Gdansk,VII Dwor
9158,Gdansk,Aniolki
9159,Gdynia,Oksywie
9160,Gdynia,Pustki Cisowskie-Demptowo
9161,Sopot,Dolny Sopot
9162,Gdynia,Babie Doly
9163,Gdansk,Letnica
9164,Sopot,Centrum
9165,Gdansk,Bretowo
9166,Gdynia,Karwiny
9167,Gdynia,Pustki Cisowskie-Demptowo
9168,Gdynia,Babie Doly
9169,Gdynia,Grabowek
9170,Gdynia,Chwarzno-Wiczlino
9171,Gdansk,Jasien
9172,Sopot,Brodwino
9173,Gdansk,Nowy Port
9174,Sopot,Kamienny Potok
9175,Sopot,Centrum
9176,Sopot,Karlikowo
9177,Gdynia,Redlowo
9178,Gdansk,Przymorze Wielkie
9179,Sopot,Przylesie
9180,Gdynia,Cisowa
9181,Gdansk,Letnica
9182,Gdansk,Przerobka
9183,Sopot,Gorny Sopot
9184,Gdynia,Witomino
9185,Gdynia,Witomino
9186,Gdansk,Aniolki
9187,Sopot,Przylesie
9188,Gdynia,Karwiny
9189,Gdansk,Olszynka
9190,Gdansk,Wrzeszcz Dolny
9191,Gdansk,Brzezno
9192,Sopot,Przylesie
9193,Gdansk,Orunia Gorna-Gdansk Poludnie
9194,Gdynia,Pogorze
9195,Sopot,Karlikowo
9196,Gdansk,Zaspa-Rozstaje
9197,Gdansk,Zaspa-Rozstaje
9198,Gdynia,Leszczynki
9199,Gdansk,Aniolki
9200,Gdansk,Srodmiescie
9201,Gdynia,Oksywie
9202,Sopot,Brodwino
9203,Sopot,Dolny Sopot
9204,Sopot,Centrum
9205,Gdansk,Matarnia
9206,Sopot,Kamienny Potok
9207,Sopot,Centrum
9208,Gdynia,Grabowek
9209,Gdansk,Wrzeszcz Gorny
9210,Gdynia,Kamienna Gora
9211,Sopot,Przylesie
9212,Gdansk,Siedlce
9213,Gdynia,Cisowa
9214,Gdansk,Wyspa Sobieszewska
9215,Gdansk,Ujescisko-Lostowice
9216,Gdansk,Orunia Gorna-Gdansk Poludnie
9217,Sopot,Brodwino
9218,Gdynia,Karwiny
9219,Gdynia,Dabrowa
9220,Gdansk,Aniolki
9221,Gdynia,Redlowo
9222,Gdynia,Srodmiescie
9223,Gdansk,Zaspa-Rozstaje
9224,Sopot,Brodwino
9225,Gdynia,Chwarzno-Wiczlino
9226,Sopot,Przylesie
9227,Gdynia,Chwarzno-Wiczlino
9228,Sopot,Dolny Sopot
9229,Gdansk,Stogi
9230,Gdansk,Wrzeszcz Dolny
9231,Gdansk,Wrzeszcz Gorny
9232,Sopot,Gorny Sopot
9233,Gdansk,Rudniki
9234,Gdynia,Oksywie
9235,Gdansk,Letnica
9236,Sopot,Karlikowo
9237,Sopot,Brodwino
9238,Gdansk,Brzezno
9239,Gdansk,Strzyza
9240,Gdynia,Pogorze
9241,Sopot,Karlikowo
9242,Gdansk,Aniolki
9243,Sopot,Przylesie
9244,Gdansk,Wrzeszcz Dolny
9245,Sopot,Dolny Sopot
9246,Gdynia,Babie Doly
9247,Gdansk,Stogi
9248,Gdynia,Grabowek
9249,Gdansk,Olszynka
9250,Sopot,Centrum
9251,Gdansk,Przerobka
9252,Gdansk,Wrzeszcz Gorny
9253,Sopot,Karlikowo
9254,Sopot,Brodwino
9255,Gdansk,Nowy Port
9256,Gdynia,Oksywie
9257,Gdynia,Obluze
9258,Gdynia,Obluze
9259,Gdansk,Zaspa-Rozstaje
9260,Gdansk,Przymorze Male
9261,Sopot,Kamienny Potok
9262,Gdansk,Nowy Port
9263,Sopot,Dolny Sopot
9264,Gdynia,Karwiny
9265,Sopot,Gorny Sopot
9266,Gdynia,Orlowo
9267,Sopot,Centrum
9268,Sopot,Gorny Sopot
9269,Gdansk,Letnica
9270,Gdansk,VII Dwor
9271,Gdansk,Krakowiec-Gorki Zachodnie
9272,Gdynia,Chwarzno-Wiczlino
9273,Gdynia,Leszczynki
9274,Sopot,Kamienny Potok
9275,Sopot,Kamienny Potok
9276,Gdansk,Rudniki
9277,Gdynia,Srodmiescie
9278,Gdansk,Nowy Port
9279,Sopot,Karlikowo
9280,Sopot,Kamienny Potok
9281,Sopot,Dolny Sopot
9282,Gdynia,Maly Kack
9283,Gdansk,Przerobka
9284,Gdansk,Piecki-Migowo (Morena)
9285,Sopot,Brodwino
9286,Gdynia,Pogorze
9287,Gdansk,Suchanino
9288,Gdansk,Matarnia
9289,Sopot,Gorny Sopot
9290,Sopot,Karlikowo
9291,Sopot,Gorny Sopot
9292,Gdynia,Babie Doly
9293,Gdansk,Chelm
9294,Gdansk,Brzezno
9295,Sopot,Gorny Sopot
9296,Gdansk,Przymorze Male
9297,Sopot,Brodwino
9298,Gdansk,Przymorze Wielkie
9299,Sopot,Brodwino
9300,Gdansk,Osowa
9301,Sopot,Przylesie
9302,Gdansk,Brzezno
9303,Gdansk,Chelm
9304,Gdansk,Olszynka
9305,Gdansk,Wyspa Sobieszewska
9306,Gdynia,Karwiny
9307,Gdynia,Maly Kack
9308,Sopot,Brodwino
9309,Sopot,Kamienny Potok
9310,Gdynia,Chwarzno-Wiczlino
9311,Sopot,Centrum
9312,Gdynia,Leszczynki
9313,Sopot,Kamienny Potok
9314,Sopot,Brodwino
9315,Gdynia,Wzgorze Sw. Maksymiliana
9316,Gdansk,Srodmiescie
9317,Gdansk,Przymorze Wielkie
9318,Sopot,Centrum
9319,Gdynia,Wielki Kack
9320,Gdynia,Leszczynki
9321,Gdynia,Wzgorze Sw. Maksymiliana
9322,Sopot,Przylesie
9323,Gdansk,Piecki-Migowo (Morena)
9324,Gdynia,Pustki Cisowskie-Demptowo
9325,Sopot,Centrum
9326,Gdynia,Redlowo
9327,Gdynia,Pogorze
9328,Gdynia,Dabrowa
9329,Gdansk,Wyspa Sobieszewska
9330,Sopot,Centrum
9331,Sopot,Centrum
9332,Gdynia,Chwarzno-Wiczlino
9333,Gdansk,Brzezno
9334,Gdynia,Wzgorze Sw. Maksymiliana
9335,Gdansk,Nowy Port
9336,Gdansk,Aniolki
9337,Gdynia,Babie Doly
9338,Gdynia,Chwarzno-Wiczlino
9339,Gdynia,Kamienna Gora
9340,Gdynia,Dabrowa
9341,Sopot,Dolny Sopot
9342,Gdansk,Olszynka
9343,Sopot,Kamienny Potok
9344,Gdansk,Olszynka
9345,Gdynia,Grabowek
9346,Gdansk,Wyspa Sobieszewska
9347,Sopot,Przylesie
9348,Sopot,Przylesie
9349,Sopot,Brodwino
9350,Gdansk,Krakowiec-Gorki Zachodnie
9351,Gdynia,Babie Doly
9352,Gdansk,Przymorze Male
9353,Sopot,Dolny Sopot
9354,Sopot,Karlikowo
9355,Gdynia,Dabrowa
9356,Sopot,Przylesie
9357,Gdynia,Grabowek
9358,Gdynia,Dzialki Lesne
9359,Gdansk,Stogi
9360,Gdynia,Witomino
9361,Gdansk,VII Dwor
9362,Sopot,Karlikowo
9363,Sopot,Gorny Sopot
9364,Gdynia,Dzialki Lesne
9365,Gdynia,Wielki Kack
9366,Gdansk,Krakowiec-Gorki Zachodnie
9367,Gdynia,Pustki Cisowskie-Demptowo
9368,Gdansk,Matarnia
9369,Gdansk,Przymorze Male
9370,Sopot,Dolny Sopot
9371,Gdynia,Pogorze
9372,Gdynia,Dabrowa
9373,Gdynia,Leszczynki
9374,Gdansk,Przymorze Wielkie
9375,Gdansk,Siedlce
9376,Gdansk,Rudniki
9377,Sopot,Gorny Sopot
9378,Sopot,Karlikowo
9379,Gdynia,Srodmiescie
9380,Gdansk,Srodmiescie
9381,Gdynia,Redlowo
9382,Gdynia,Chwarzno-Wiczlino
9383,Sopot,Centrum
9384,Sopot,Dolny Sopot
9385,Gdansk,Suchanino
9386,Gdynia,Obluze
9387,Sopot,Gorny Sopot
9388,Gdynia,Dzialki Lesne
9389,Sopot,Kamienny Potok
9390,Gdansk,Orunia-Sw. Wojciech-Lipce
9391,Gdynia,Redlowo
9392,Sopot,Karlikowo
9393,Gdynia,Chwarzno-Wiczlino
9394,Gdansk,Piecki-Migowo (Morena)
9395,Gdansk,Srodmiescie
9396,Sopot,Dolny Sopot
9397,Gdynia,Karwiny
9398,Gdynia,Dzialki Lesne
