AddressId,PostCode,StreetName,StreetNumber,Lat,Long,FK_City
9323,42874,Chopina,71,53.7738,19.5072,9323
9324,20888,Zaciszna,4,54.3207,19.6564,9324
9325,65165,Polna,70,55.2426,17.2313,9325
9326,23706,Sosnowa,63,55.1317,17.9593,9326
9327,74186,Marszalkowska,73,54.3673,19.5808,9327
9328,74724,Brzozowa,21,54.3376,17.9206,9328
9329,59955,Sloneczna,6,54.6784,19.5801,9329
9330,16637,Marszalkowska,94,53.6971,19.3865,9330
9331,11540,Dluga,45,54.5463,17.7886,9331
9332,67630,Marszalkowska,40,53.6486,19.3726,9332
9333,48772,Kosciuszki,2,55.2177,19.101,9333
9334,25632,Jodlowa,39,55.2069,17.6617,9334
9335,79879,Prusa,23,54.7837,17.1878,9335
9336,39896,Jabloniowa,79,54.8218,19.9596,9336
9337,75769,Dluga,48,54.9368,19.7534,9337
9338,44954,Parkowa,61,54.3576,17.2875,9338
9339,31237,Koscielna,44,54.7536,19.1651,9339
9340,27766,Jasna,90,54.5904,17.234,9340
9341,82652,Sienkiewicza,33,54.6117,17.96,9341
9342,50230,Jasna,38,54.9435,17.3763,9342
9343,49982,Waska,18,54.3349,19.6685,9343
9344,54714,Nowowiejska,72,53.9094,19.4842,9344
9345,13036,Jesionowa,61,54.7926,19.5024,9345
9346,64921,Akacjowa,97,53.6325,18.4159,9346
9347,91033,Dluga,42,55.1775,19.2457,9347
9348,64189,Polna,9,54.4727,18.3006,9348
9349,66232,Marszalkowska,51,54.4262,19.7134,9349
9350,48847,Pulawska,20,54.2714,19.9235,9350
9351,21064,Wesola,41,53.8526,17.536,9351
9352,62684,Pilsudskiego,90,54.7571,18.9588,9352
9353,92906,Malinowa,74,55.2342,19.1094,9353
9354,55094,Jagiellonska,78,54.3554,17.4201,9354
9355,36073,Spokojna,52,54.2506,18.4842,9355
9356,65840,Dabrowska,87,54.8282,17.9063,9356
9357,76699,Jodlowa,65,54.0928,19.812,9357
9358,25370,Kasztanowa,56,53.864,19.1315,9358
9359,34376,Koscielna,70,55.0254,17.3636,9359
9360,32062,Jabloniowa,100,54.6408,18.346,9360
9361,21434,Szeroka,34,55.0357,18.0123,9361
9362,53947,Modrzewiowa,93,54.0244,19.3586,9362
9363,94903,Marszalkowska,91,53.9579,17.6002,9363
9364,75948,Pilsudskiego,72,54.7999,18.1558,9364
9365,50193,Dolna,10,54.6877,19.7434,9365
9366,94505,Chopina,65,54.4894,19.7175,9366
9367,62855,Rynek,26,54.6847,18.1193,9367
9368,79508,Dabrowska,24,54.8773,18.005,9368
9369,12849,Norwida,39,53.8933,18.9305,9369
9370,81758,Modrzewiowa,38,54.3913,19.5619,9370
9371,41666,Krucza,86,55.2242,17.2479,9371
9372,29003,Jana Pawla II,8,54.3777,17.9204,9372
9373,34014,Cicha,7,53.8586,19.4602,9373
9374,28227,Topolowa,47,53.7015,17.8713,9374
9375,58097,Malinowa,56,53.7236,19.9014,9375
9376,91466,Pulawska,68,54.062,18.2742,9376
9377,23640,Waska,18,54.5407,18.1637,9377
9378,98223,Koszykowa,63,53.6552,19.9719,9378
9379,25403,Wladyslawa IV,90,55.0132,18.9513,9379
9380,24173,Sobieskiego,79,54.698,18.4434,9380
9381,13256,Dolna,54,55.0048,17.6371,9381
9382,29994,Chopina,27,54.1063,18.327,9382
9383,71832,Gorna,12,53.9509,19.4914,9383
9384,42363,Sosnowa,47,53.6413,17.5693,9384
9385,24911,Jodlowa,53,54.7084,19.5262,9385
9386,71212,Rynek,80,54.8606,17.977,9386
9387,59730,Jabloniowa,79,53.8295,18.6949,9387
9388,52153,Oliwkowa,30,53.9925,19.913,9388
9389,21961,Lesna,0,54.1658,19.9683,9389
9390,93281,Slowackiego,51,54.9479,18.1812,9390
9391,27356,Witosa,21,54.5129,19.031,9391
9392,98937,Lesna,24,54.9854,18.7865,9392
9393,58936,Spokojna,97,53.8832,18.4719,9393
9394,13855,Krotka,81,53.7793,17.5589,9394
9395,19589,Polna,95,54.1199,19.7143,9395
9396,56799,Koscielna,99,54.9047,19.8201,9396
9397,90936,Wyspianskiego,49,54.7763,18.4787,9397
9398,29756,Dolna,59,55.0246,19.014,9398
9399,58439,Chopina,92,53.7015,17.2235,9399
9400,42905,Borowa,47,54.1357,17.8022,9400
9401,93498,Szeroka,44,54.7618,17.5266,9401
9402,21106,Bukowa,2,54.6616,18.4212,9402
9403,12174,Wesola,97,53.9079,18.002,9403
9404,30176,Dolna,75,54.9311,18.5008,9404
9405,14693,Sloneczna,57,55.14,19.4496,9405
9406,93887,Sobieskiego,7,55.2052,17.4156,9406
9407,67373,Lakowa,64,54.8901,17.6468,9407
9408,50019,Gorna,77,54.7642,18.6024,9408
9409,14123,Cicha,70,54.9667,18.8629,9409
9410,63246,Lesna,60,53.7523,18.456,9410
9411,18914,Brzozowa,14,54.5543,19.2559,9411
9412,13347,Jodlowa,36,55.1296,18.8183,9412
9413,63328,Zaciszna,7,53.6563,18.7371,9413
9414,93553,Malinowa,51,53.872,17.582,9414
9415,90305,Koszykowa,60,54.0353,18.5628,9415
9416,85324,Dluga,34,54.3948,18.1905,9416
9417,84514,Sosnowa,5,54.5041,19.7826,9417
9418,57096,Szkolna,52,54.6556,18.4675,9418
9419,19636,Jagiellonska,22,55.1332,17.7812,9419
9420,35375,Reymonta,22,54.4748,19.2585,9420
9421,47004,Moniuszki,74,54.8394,17.9506,9421
9422,88235,Nowowiejska,83,54.4859,17.361,9422
9423,52764,Modrzewiowa,75,54.162,19.1412,9423
9424,83689,Modrzewiowa,66,53.9123,17.8769,9424
9425,37314,Wladyslawa IV,76,54.9237,19.7811,9425
9426,38982,Akacjowa,74,54.7254,17.7314,9426
9427,13353,Sienkiewicza,54,54.9627,18.6555,9427
9428,49946,Jagiellonska,0,54.7419,19.1387,9428
9429,38087,Krasinskiego,60,54.2518,18.6481,9429
9430,63849,Morelowa,42,53.8214,17.955,9430
9431,19825,Kasztanowa,62,54.4546,17.8581,9431
9432,83129,Dabrowska,79,53.654,19.7639,9432
9433,69872,Orzeszkowej,44,54.1447,17.4545,9433
9434,58932,Koscielna,76,54.3951,18.0222,9434
9435,58504,Sienkiewicza,18,54.2422,18.6095,9435
9436,90490,Kosciuszki,12,54.4724,18.5972,9436
9437,18222,Kasztanowa,5,55.2612,17.2672,9437
9438,32060,Gorna,60,53.9276,18.5115,9438
9439,22058,Konopnickiej,71,54.5591,19.343,9439
9440,53141,Reymonta,25,54.381,18.5452,9440
9441,23476,Lesna,59,54.4058,17.1792,9441
9442,63386,Parkowa,44,54.8292,19.0687,9442
9443,64681,Dluga,63,54.4786,18.9455,9443
9444,70907,Parkowa,42,54.6024,18.8862,9444
9445,13543,Oliwkowa,45,54.496,17.5007,9445
9446,58965,Moniuszki,90,53.9869,18.3128,9446
9447,35913,Brzozowa,14,55.0788,17.9448,9447
9448,34455,Moniuszki,79,54.25,19.6147,9448
9449,70175,Witosa,24,54.5265,17.9736,9449
9450,52572,Krucza,2,54.0582,18.1522,9450
9451,97644,Waska,98,55.0872,17.9876,9451
9452,43674,Cicha,74,53.6214,18.4549,9452
9453,36940,Prusa,16,55.1481,17.6432,9453
9454,41408,Zielona,83,54.0085,17.4739,9454
9455,97746,Spokojna,61,54.0468,18.1954,9455
9456,82041,Koscielna,6,53.6769,18.8174,9456
9457,11703,Oliwkowa,65,53.7616,19.7681,9457
9458,63790,Jagiellonska,85,55.2152,18.9907,9458
9459,80881,Reymonta,36,55.0458,17.3529,9459
9460,99265,Lesna,74,55.0041,17.5666,9460
9461,51691,Nowowiejska,82,53.8779,18.7913,9461
9462,32306,Jagiellonska,45,54.2398,18.2901,9462
9463,16171,Wyspianskiego,85,53.694,17.9126,9463
9464,50144,Wesola,19,54.9431,19.526,9464
9465,66646,Borowa,70,54.4887,18.8889,9465
9466,25814,Moniuszki,46,53.9483,17.5197,9466
9467,92160,Jasna,12,54.451,18.0676,9467
9468,90728,Dworcowa,52,54.0251,18.2234,9468
9469,36523,Akacjowa,30,53.9371,18.9346,9469
9470,45710,Waska,39,54.367,18.1985,9470
9471,38883,Kasztanowa,51,55.2194,18.5663,9471
9472,57498,Oliwkowa,51,53.8105,19.9038,9472
9473,88739,Polna,62,54.4758,17.8722,9473
9474,12250,Morelowa,34,54.6859,18.6089,9474
9475,59148,Jagodowa,20,53.8027,19.5865,9475
9476,87344,Sobieskiego,58,54.3391,17.8831,9476
9477,99257,Kwiatowa,68,54.7613,18.143,9477
9478,64453,Wyspianskiego,96,54.6154,18.6387,9478
9479,51322,Sobieskiego,84,54.0576,17.5738,9479
9480,99763,Zeromskiego,61,54.4976,18.8907,9480
9481,65248,Szkolna,100,53.7904,17.7596,9481
9482,36761,Dworcowa,62,53.9806,18.217,9482
9483,92187,Norwida,20,53.924,19.4187,9483
9484,35415,Jana Pawla II,5,53.9088,18.9435,9484
9485,66861,Morelowa,46,54.9456,19.4653,9485
9486,85188,Dworcowa,33,55.1756,18.0279,9486
9487,46516,Zeromskiego,14,54.6245,18.2476,9487
9488,48223,Reymonta,4,54.7077,17.3691,9488
9489,96194,Slowackiego,7,55.092,19.2993,9489
9490,77730,Kosciuszki,30,53.8616,18.6719,9490
9491,30006,Zielona,65,54.7597,18.8525,9491
9492,24115,Dolna,15,54.2959,18.0538,9492
9493,38132,Pulawska,63,54.1664,18.766,9493
9494,71082,Koscielna,81,54.389,17.3792,9494
9495,50141,Wladyslawa IV,2,54.1299,19.1833,9495
9496,65004,Slowackiego,89,55.2652,17.9869,9496
9497,99800,Topolowa,65,54.9274,18.6702,9497
9498,97467,Spokojna,12,53.8059,18.5991,9498
9499,36009,Debowa,30,55.1779,17.6513,9499
9500,69282,Wesola,63,54.9493,17.7504,9500
9501,92286,Moniuszki,11,54.8796,17.5276,9501
9502,45082,Krotka,48,54.7131,19.5665,9502
9503,49702,Jana Pawla II,87,54.8061,19.6409,9503
9504,98673,Cicha,77,54.2832,19.6586,9504
9505,92350,Szeroka,47,53.9328,18.9214,9505
9506,24664,Lesna,77,54.1607,18.0093,9506
9507,88597,Targowa,23,55.1055,17.3341,9507
9508,10702,Dworcowa,73,54.0258,19.6699,9508
9509,71889,Jana Pawla II,68,54.2829,19.3035,9509
9510,89872,Moniuszki,8,54.8046,18.3756,9510
9511,29546,Parkowa,98,54.5309,19.5951,9511
9512,21335,Lipowa,56,54.5128,17.2671,9512
9513,13517,Reymonta,33,54.8995,18.3224,9513
9514,48191,Dworcowa,19,53.9221,17.9828,9514
9515,88534,Koscielna,48,54.4848,17.324,9515
9516,61281,Prusa,92,54.08,19.6092,9516
9517,85330,Krasinskiego,79,55.209,19.4411,9517
9518,99251,Wladyslawa IV,15,55.1756,17.9315,9518
9519,69420,Modrzewiowa,17,54.3442,17.3393,9519
9520,43405,Sienkiewicza,81,53.6868,19.6863,9520
9521,39578,Zaciszna,84,53.8618,19.5336,9521
9522,14302,Sobieskiego,9,54.1341,19.5024,9522
9523,32918,Klonowa,92,53.7,17.7072,9523
9524,70041,Jodlowa,5,53.9075,19.0053,9524
9525,42144,Szeroka,79,54.0332,19.5167,9525
9526,92121,Akacjowa,17,53.7827,19.8346,9526
9527,90472,Kosciuszki,10,54.3134,18.8151,9527
9528,47890,Bukowa,50,53.7326,19.7212,9528
9529,25205,Bukowa,41,54.0099,19.5694,9529
9530,19290,Nowowiejska,36,54.7738,17.5441,9530
9531,37144,Targowa,49,54.0945,18.72,9531
9532,99666,Orzeszkowej,22,54.6535,19.4282,9532
9533,33869,Lipowa,15,54.4136,18.7078,9533
9534,25572,Swierkowa,82,54.9477,18.6306,9534
9535,40127,Jesionowa,62,53.7865,18.303,9535
9536,68485,Krucza,36,54.8998,18.2054,9536
9537,37566,Lakowa,19,53.7264,19.8569,9537
9538,67745,Lesna,6,53.6361,18.5389,9538
9539,78348,Koscielna,82,55.2215,19.0474,9539
9540,49472,Nowowiejska,24,54.5594,17.366,9540
9541,44869,Borowa,87,55.1185,19.128,9541
9542,44774,Akacjowa,58,54.7578,17.6285,9542
9543,48187,Mickiewicza,36,54.5778,17.4249,9543
9544,93184,Nowowiejska,61,54.0167,18.5282,9544
9545,69353,Mickiewicza,82,54.186,18.8958,9545
9546,87656,Jodlowa,97,53.9557,17.6297,9546
9547,73625,Sienkiewicza,56,54.8824,18.1765,9547
9548,30413,Mickiewicza,26,54.5343,19.736,9548
9549,38592,Pulawska,63,55.1161,19.7767,9549
9550,40838,Marszalkowska,8,53.9818,18.377,9550
9551,25820,Borowa,10,54.908,18.6824,9551
9552,40771,Mickiewicza,47,54.2517,18.4815,9552
9553,97224,Topolowa,31,53.6933,19.8733,9553
9554,19691,Jasna,71,54.8933,19.8262,9554
9555,83919,Kasztanowa,8,54.213,18.2912,9555
9556,80825,Krasinskiego,87,53.8578,19.1058,9556
9557,22794,Oliwkowa,63,54.1751,18.3717,9557
9558,15340,Lesna,0,54.7299,19.1099,9558
9559,54059,Pulawska,39,54.3416,17.3548,9559
9560,19903,Chopina,35,54.5264,17.7272,9560
9561,73364,Prusa,54,53.8108,18.1878,9561
9562,58596,Spokojna,76,54.0801,17.3693,9562
9563,51487,Krucza,1,53.6303,18.3587,9563
9564,57688,Dolna,67,53.7742,18.0834,9564
9565,89387,Sienkiewicza,85,53.8166,17.9051,9565
9566,20299,Jesionowa,80,53.7528,19.7776,9566
9567,25899,Akacjowa,22,53.766,18.7252,9567
9568,49725,Brzozowa,37,54.0369,17.9721,9568
9569,28982,Sosnowa,22,54.5101,17.2292,9569
9570,70556,Lipowa,67,55.099,18.1598,9570
9571,76435,Szeroka,34,54.9128,17.6457,9571
9572,81791,Dluga,79,54.7798,18.1886,9572
9573,42148,Rynek,13,54.3306,18.4838,9573
9574,53404,Brzozowa,24,55.0642,19.3107,9574
9575,27300,Dabrowska,24,53.7192,18.4349,9575
9576,79162,Krotka,74,54.6812,18.4357,9576
9577,30729,Krasinskiego,1,54.9132,18.5695,9577
9578,27653,Konopnickiej,87,53.8317,19.7437,9578
9579,55961,Kwiatowa,31,54.6327,18.9615,9579
9580,83716,Borowa,9,54.5158,17.3437,9580
9581,73967,Witosa,51,54.1849,18.5996,9581
9582,61501,Jagiellonska,98,54.0773,18.762,9582
9583,39291,Akacjowa,44,55.0988,18.6157,9583
9584,33539,Mickiewicza,36,54.8141,18.1565,9584
9585,49468,Krotka,47,53.9079,19.3234,9585
9586,66834,Witosa,79,54.8901,18.0154,9586
9587,40160,Polna,81,53.7952,19.4966,9587
9588,43359,Oliwkowa,98,55.1418,19.5887,9588
9589,39923,Spokojna,59,53.8522,17.9495,9589
9590,91449,Lesna,65,53.7728,19.2665,9590
9591,13475,Jasna,88,54.0836,18.967,9591
9592,21821,Pulawska,53,53.7818,18.2057,9592
9593,42756,Dabrowska,62,54.4255,17.8334,9593
9594,93972,Winogronowa,35,54.4292,18.9182,9594
9595,54694,Kwiatowa,74,55.1323,18.5634,9595
9596,22722,Jagiellonska,60,54.1876,17.574,9596
9597,66177,Gorna,84,54.5883,17.9616,9597
9598,16269,Krotka,45,54.6001,17.9634,9598
9599,62128,Jasna,52,54.9047,19.3017,9599
9600,73359,Polna,60,55.2335,17.9762,9600
9601,89101,Parkowa,84,53.8378,17.1789,9601
9602,52018,Konopnickiej,86,54.4759,18.2553,9602
9603,39113,Szkolna,23,54.4267,19.7414,9603
9604,66563,Sobieskiego,59,54.2236,18.2587,9604
9605,63763,Sloneczna,100,53.7495,18.9851,9605
9606,21584,Lakowa,32,54.4905,18.433,9606
9607,93666,Dolna,5,55.0749,18.6012,9607
9608,40282,Polna,75,54.5774,17.7935,9608
9609,86271,Klonowa,12,53.8721,17.7067,9609
9610,70466,Prusa,71,54.6468,17.801,9610
9611,57025,Jagodowa,92,54.2578,17.199,9611
9612,84184,Polna,78,53.8819,19.373,9612
9613,47899,Zaciszna,77,54.7922,18.609,9613
9614,13063,Debowa,26,54.1637,19.5094,9614
9615,82096,Gorna,74,55.0205,18.6964,9615
9616,82940,Norwida,9,53.7338,18.2209,9616
9617,22767,Wyspianskiego,24,54.1984,17.5431,9617
9618,21808,Jesionowa,46,53.8013,17.5428,9618
9619,78683,Szkolna,20,54.5027,19.3354,9619
9620,98515,Jagodowa,72,54.7189,17.7802,9620
9621,76953,Prusa,81,53.7572,19.5863,9621
9622,32863,Szkolna,97,54.5236,19.1672,9622
9623,55053,Reymonta,30,54.0984,18.2816,9623
9624,98916,Witosa,73,54.0338,17.5002,9624
9625,84180,Morelowa,40,55.1757,18.7302,9625
9626,71685,Bukowa,66,55.2237,17.5348,9626
9627,14453,Sienkiewicza,35,54.1251,17.9263,9627
9628,21743,Konopnickiej,3,55.0506,17.3103,9628
9629,50013,Oliwkowa,12,54.6029,19.4804,9629
9630,98696,Slowackiego,20,55.1973,17.6871,9630
9631,91576,Debowa,42,54.9626,17.621,9631
9632,64100,Jabloniowa,54,54.678,18.571,9632
9633,94311,Brzozowa,32,54.2978,18.1586,9633
9634,46882,Dluga,49,54.0437,18.6129,9634
9635,12684,Konopnickiej,40,53.6497,19.0483,9635
9636,20068,Dolna,60,53.862,18.2935,9636
9637,52149,Wyspianskiego,94,54.76,17.5442,9637
9638,37938,Morelowa,46,54.45,19.3764,9638
9639,94698,Winogronowa,77,55.0798,18.3517,9639
9640,57284,Gorna,0,54.6048,19.5297,9640
9641,45859,Wyspianskiego,75,53.7522,17.6211,9641
9642,31453,Wesola,56,54.3395,18.5912,9642
9643,41046,Cicha,100,54.5253,19.2915,9643
9644,92682,Parkowa,44,55.1352,17.742,9644
9645,14433,Jana Pawla II,52,54.2718,18.1934,9645
9646,26356,Szeroka,70,54.9527,18.497,9646
9647,91380,Slowackiego,55,54.3168,19.3736,9647
9648,35382,Brzozowa,86,54.4227,17.2398,9648
9649,86458,Waska,97,53.7811,17.8552,9649
9650,86749,Jabloniowa,82,54.1652,17.6871,9650
9651,89211,Modrzewiowa,53,53.6524,18.0994,9651
9652,37508,Swierkowa,4,54.7987,18.618,9652
9653,58783,Debowa,78,54.8525,17.2451,9653
9654,93871,Zaciszna,0,54.0509,18.6773,9654
9655,35405,Prusa,84,54.4769,17.5478,9655
9656,12479,Wyspianskiego,61,54.3203,17.5928,9656
9657,43937,Moniuszki,18,54.2323,19.4883,9657
9658,46582,Sienkiewicza,42,53.6615,17.3898,9658
9659,85195,Swierkowa,18,54.8409,17.7727,9659
9660,89738,Brzozowa,5,54.146,18.8981,9660
9661,47473,Dluga,55,54.434,19.1752,9661
9662,48716,Slowackiego,9,54.274,19.8417,9662
9663,37561,Lipowa,55,54.0111,18.4161,9663
9664,99949,Krucza,70,54.2734,17.3514,9664
9665,12778,Sienkiewicza,32,55.1607,17.3081,9665
9666,76438,Waska,13,54.8578,18.8576,9666
9667,35330,Jodlowa,97,54.2199,17.272,9667
9668,59628,Akacjowa,1,54.6159,19.9597,9668
9669,30062,Modrzewiowa,81,54.6742,19.3059,9669
9670,22492,Pulawska,40,53.7981,17.756,9670
9671,79792,Nowowiejska,48,54.2319,19.0539,9671
9672,88608,Kosciuszki,49,54.3734,18.4776,9672
9673,34423,Sloneczna,50,54.5859,19.7914,9673
9674,67327,Jodlowa,33,53.6207,17.5186,9674
9675,85980,Moniuszki,83,55.0413,19.2226,9675
9676,28939,Szeroka,98,55.0475,17.7923,9676
9677,45624,Lesna,45,54.6123,19.2461,9677
9678,63375,Jasna,69,54.6697,18.3602,9678
9679,16041,Mickiewicza,30,53.97,17.7336,9679
9680,94707,Kwiatowa,62,54.4742,17.4346,9680
9681,84882,Debowa,83,54.8936,19.4776,9681
9682,97832,Dworcowa,27,54.2038,19.2379,9682
9683,82347,Waska,17,54.9979,18.4348,9683
9684,67153,Jagiellonska,23,54.4693,18.4898,9684
9685,29728,Lesna,87,54.973,18.5242,9685
9686,72798,Moniuszki,54,53.8981,18.3478,9686
9687,23131,Lesna,64,54.627,19.0403,9687
9688,93926,Lesna,58,53.9119,19.414,9688
9689,69637,Mickiewicza,8,54.3094,17.5948,9689
9690,46793,Pulawska,76,55.1675,19.7007,9690
9691,94349,Pulawska,37,54.2548,19.2695,9691
9692,82582,Pilsudskiego,71,55.2235,19.2826,9692
9693,61641,Jasna,66,54.7591,18.5721,9693
9694,33817,Dworcowa,16,54.0861,18.8959,9694
9695,66362,Lipowa,77,54.8565,19.0512,9695
9696,30220,Kosciuszki,3,55.0491,19.3094,9696
9697,63850,Brzozowa,12,54.6629,19.0133,9697
9698,14789,Jasna,18,54.236,19.7711,9698
9699,35697,Nowowiejska,55,55.2523,17.9485,9699
9700,29668,Jodlowa,44,54.9448,18.9747,9700
9701,80365,Bukowa,15,54.2296,19.0941,9701
9702,30672,Gorna,98,54.9692,19.7867,9702
9703,53913,Polna,0,53.7093,17.4939,9703
9704,47867,Jodlowa,65,54.4658,17.2097,9704
9705,89936,Brzozowa,57,54.3124,17.8966,9705
9706,81942,Brzozowa,5,55.2561,17.792,9706
9707,82119,Rynek,44,54.4877,18.6704,9707
9708,71139,Jesionowa,100,54.7371,18.0843,9708
9709,40100,Morelowa,83,55.1308,18.0312,9709
9710,42303,Kosciuszki,84,54.8234,18.5391,9710
9711,29269,Swierkowa,4,53.8851,18.3381,9711
9712,87009,Gorna,28,54.8854,19.0564,9712
9713,34642,Lesna,94,53.6558,18.7803,9713
9714,84434,Jagiellonska,86,53.9731,17.7384,9714
9715,12092,Koszykowa,61,54.5563,17.4209,9715
9716,12060,Debowa,3,55.2439,18.1197,9716
9717,11196,Akacjowa,64,53.6324,18.3404,9717
9718,75882,Konopnickiej,36,54.6026,17.3554,9718
9719,44156,Zielona,21,55.258,18.3597,9719
9720,95074,Targowa,58,54.1744,18.8138,9720
9721,77925,Koszykowa,75,54.4905,19.6666,9721
9722,53856,Oliwkowa,90,54.022,17.339,9722
9723,50302,Gorna,72,53.903,17.2132,9723
9724,94144,Lakowa,84,54.8371,19.5937,9724
9725,23800,Sloneczna,31,54.1724,19.3102,9725
9726,82625,Jagiellonska,71,54.1885,18.4773,9726
9727,72802,Zeromskiego,41,55.2074,19.773,9727
9728,77485,Koszykowa,10,55.0069,19.3824,9728
9729,81137,Witosa,96,54.9145,18.9504,9729
9730,60797,Klonowa,16,54.8158,19.1502,9730
9731,33436,Jagiellonska,68,54.8937,18.1183,9731
9732,64091,Witosa,37,54.3374,17.3257,9732
9733,59915,Konopnickiej,70,54.8242,19.6385,9733
9734,70917,Topolowa,63,55.105,17.6066,9734
9735,53357,Witosa,25,54.4416,19.3713,9735
9736,77680,Targowa,25,54.6961,19.6136,9736
9737,23733,Borowa,21,54.2731,19.1912,9737
9738,76086,Prusa,46,53.6141,19.0817,9738
9739,38071,Norwida,18,55.2324,18.7828,9739
9740,67054,Orzeszkowej,81,54.0032,18.7771,9740
9741,74619,Pilsudskiego,78,55.0499,18.3026,9741
9742,14186,Lesna,53,55.1343,19.6405,9742
9743,75768,Norwida,49,53.9227,19.8734,9743
9744,51887,Orzeszkowej,66,54.4143,17.2304,9744
9745,46323,Sloneczna,53,53.9473,19.2523,9745
9746,14528,Lesna,41,54.1989,19.0309,9746
9747,85119,Moniuszki,31,54.9133,17.6428,9747
9748,98399,Jasna,88,53.9519,19.2136,9748
9749,66550,Mickiewicza,22,55.1937,19.8689,9749
9750,54697,Jodlowa,58,53.8323,17.9812,9750
9751,44359,Marszalkowska,61,53.9717,17.2734,9751
9752,60411,Polna,83,54.2634,17.8103,9752
9753,46107,Winogronowa,15,55.0504,17.4647,9753
9754,37877,Lipowa,76,54.8028,19.447,9754
9755,50325,Mickiewicza,50,55.0276,19.7729,9755
9756,73724,Borowa,83,55.2263,18.2607,9756
9757,20678,Jodlowa,63,53.8076,19.3171,9757
9758,45649,Kwiatowa,4,54.7285,17.426,9758
9759,17044,Nowowiejska,12,54.8505,17.282,9759
9760,54615,Pilsudskiego,5,54.0362,18.8649,9760
9761,21746,Polna,58,53.7187,18.5573,9761
9762,98934,Szeroka,97,54.8575,19.2035,9762
9763,22528,Waska,46,53.7906,19.1873,9763
9764,71786,Jasna,31,54.7045,19.3856,9764
9765,38913,Nowowiejska,38,53.9065,17.2128,9765
9766,89557,Malinowa,74,53.6784,18.0594,9766
9767,11332,Targowa,36,54.5257,19.5097,9767
9768,54174,Jagodowa,39,54.4965,17.8444,9768
9769,66247,Lipowa,57,54.4411,18.0309,9769
9770,94756,Prusa,59,55.1412,17.2756,9770
9771,47701,Jana Pawla II,91,54.5698,18.8229,9771
9772,26010,Norwida,62,53.9781,17.3039,9772
9773,41351,Jagodowa,11,54.0911,19.7767,9773
9774,64408,Modrzewiowa,8,54.8271,19.6293,9774
9775,34505,Borowa,83,54.9298,19.0464,9775
9776,98748,Cicha,95,55.1359,18.5815,9776
9777,73004,Krotka,45,53.9317,18.8639,9777
9778,86011,Krasinskiego,91,54.7101,17.146,9778
9779,50751,Topolowa,1,54.4868,18.1142,9779
9780,98374,Jana Pawla II,18,54.0884,17.5181,9780
9781,15794,Dluga,70,54.326,19.4602,9781
9782,15099,Szkolna,44,54.9848,18.8015,9782
9783,55196,Lesna,16,54.0482,19.749,9783
9784,72094,Witosa,7,54.0633,19.0386,9784
9785,57568,Szeroka,14,53.8185,18.1373,9785
9786,70114,Brzozowa,18,53.925,18.7235,9786
9787,12796,Prusa,75,53.6612,19.5463,9787
9788,23920,Jagodowa,39,54.0144,19.5905,9788
9789,98447,Lakowa,53,54.2358,18.9895,9789
9790,38705,Koszykowa,67,54.6145,19.8156,9790
9791,71411,Spokojna,31,55.1682,19.4579,9791
9792,61681,Parkowa,79,53.8669,17.2719,9792
9793,43242,Pilsudskiego,21,54.9355,18.0427,9793
9794,58680,Jabloniowa,79,54.2332,19.3446,9794
9795,77427,Oliwkowa,27,55.1325,18.7098,9795
9796,10177,Koscielna,90,55.1793,17.3544,9796
9797,55690,Brzozowa,45,54.7628,18.2914,9797
9798,73457,Sloneczna,98,54.9825,19.0498,9798
9799,70495,Sloneczna,12,54.3767,19.948,9799
9800,50835,Mickiewicza,58,55.1635,18.0856,9800
9801,17188,Jana Pawla II,76,54.6378,19.4778,9801
9802,11062,Krucza,75,54.8982,19.6201,9802
9803,67365,Marszalkowska,51,53.6289,18.4368,9803
9804,87324,Winogronowa,1,55.0034,18.5632,9804
9805,64187,Slowackiego,63,53.9225,17.5864,9805
9806,23792,Modrzewiowa,30,55.1354,18.465,9806
9807,92660,Dluga,52,54.3101,18.5775,9807
9808,54137,Klonowa,95,53.8125,18.3262,9808
9809,51841,Szeroka,10,54.5169,18.6715,9809
9810,95542,Brzozowa,53,54.2793,17.1922,9810
9811,71143,Wesola,18,54.8118,17.5796,9811
9812,25234,Wyspianskiego,37,54.3304,18.3448,9812
9813,78140,Dabrowska,8,54.1918,17.5235,9813
9814,41269,Sloneczna,83,53.9276,19.082,9814
9815,82472,Lesna,54,53.9212,17.7102,9815
9816,99654,Lakowa,52,54.7589,19.703,9816
9817,10830,Zielona,20,54.9141,17.2309,9817
9818,93834,Koscielna,97,54.3465,17.7319,9818
9819,15367,Jana Pawla II,0,54.9274,18.607,9819
9820,91946,Reymonta,45,53.8866,18.8561,9820
9821,56958,Sosnowa,65,54.324,18.3268,9821
9822,97544,Pilsudskiego,69,54.7779,18.9102,9822
9823,23863,Dluga,51,54.4077,19.2469,9823
9824,16689,Zielona,69,54.4877,19.4819,9824
9825,97194,Akacjowa,92,54.3759,19.0597,9825
9826,12285,Szkolna,58,54.8329,19.8838,9826
9827,22465,Bukowa,29,53.8004,19.0299,9827
9828,17478,Dolna,24,54.5345,19.7057,9828
9829,98629,Slowackiego,79,54.2118,19.909,9829
9830,59059,Klonowa,64,54.5625,17.8791,9830
9831,20228,Norwida,18,54.5423,18.0985,9831
9832,46683,Akacjowa,86,53.7761,18.8524,9832
9833,12271,Jasna,21,54.6734,17.1763,9833
